PID,barcode,proname,uom,Category,Packing,Packingqty,Type,Comp Name,Pur Price,Sale Price
1452,, Hico Apple Orange Stick,,,,,,,16.80,20.00
235,,Bona Papa  Dipers  jumbo,,,,,,,"1,180.00","1,280.00"
1491,,Cake Up Peek Freans Rs 20,,,,,,,17.70,20.00
1898,,Chocolate Sandwich RS 30,,,,,,,28.00,30.00
1439,,CoCoMo Rs 20,,,,,,,9.17,10.00
1003,,Cornetto small walls Rs 70,,,,,,,58.79,70.00
1173,,Dawn Bread Family Pack,,,,,,,207.00,230.00
328,,Dew 7Up 1.5,,,,,,,121.66,170.00
1241,,Donut Smile Cake,,,,,,,44.40,50.00
1906,,Every Day 560 G,,,,,,,"1,046.00","1,100.00"
957,,Gel pen,,,,,,,44.58,50.00
1146,,Invalip,,,,,,,10.00,20.00
1262,,Josh Classic,,,,,,,80.00,120.00
1338,,Koko Krunch Maxx,,,,,,,540.00,570.00
241,,Lifebuoy Shampoo 175 ml,,,,,,,308.90,340.00
264,,Lux  Soap 100 g,,,,,,,74.87,80.00
1625,,Party Half Rool 40,,,,,,,36.50,40.00
1219,,Perk Choclate 10,,,,,,,9.36,10.00
884,,Polac Fruit Cocktail 800 G,,,,,,,650.00,"1,020.00"
29,,Pom poms,,,,,,,4.29,5.00
1352,,Potato Sticks,,,,,,,9.07,10.00
984,,Rio Rs 15,,,,,,,9.05,15.00
1142,,Shakar I Kg,,,,,,,156.66,170.00
16,,Slaim Drumm,,,,,,,16.66,30.00
1100,,Super Clay china,,,,,,,90.00,150.00
2262,,Swiss Cream Cheese,,,,,,,500.00,550.00
15,,Whistlez Biskits Rs 10,,,,,,,8.67,10.00
1737,,Wispy Rool Hilal,,,,,,,9.00,10.00
1395,,Zera Bistiks Plus 30,,,,,,,27.09,30.00
6,,Bravo  s / p,,,,,,kolson,13.33,15.00
13,,Cock Pasta,,,,,,kolson,50.00,60.00
14,,Dil Candle,,,,,,kolson,120.00,160.00
9,,Kolson  Spaghetti,,,,,,kolson,165.00,180.00
12,,Kolson Color pasta,,,,,,kolson,81.25,95.00
8,,Kolson Macaroni,,,,,,kolson,160.00,180.00
11,,Kolson roasted pasta,,,,,,kolson,78.33,100.00
3,,Kolson Slanty,,,,,,kolson,27.50,30.00
2,,Kolson Slanty,,,,,,kolson,18.34,20.00
1,,Kolson Slanty 10,,,,,,kolson,9.17,10.00
4,,Kolson Snakers,,,,,,kolson,9.00,10.00
5,,Kolson Snakers,,,,,,kolson,18.34,20.00
7,,Lottey Choco Pie,,,,,,kolson,26.67,30.00
10,,Recipe Macaroni,,,,,,kolson,130.00,130.00
1783,,Chapli Kabab Menu Small,,,,,,Tariq Super Stor,415.33,470.00
1953,,Millan Haldii 100 G,,,,,,Tariq Super Stor,53.00,80.00
2067,,Pista Sabit 200 G,,,,,,Tariq Super Stor,560.00,650.00
18,,Dental Floss Tooth Pick,,,,,,U K food,12.00,120.00
20,,Mr Orial Tooth Brush,,,,,,U K food,90.00,150.00
19,,Royal Card,,,,,,U K food,130.00,170.00
17,,SESSOR Medium,,,,,,U K food,45.00,80.00
27,,Balon Large,,,,,,Giggly,20.00,50.00
32,,Birth Day Cap Card,,,,,,Giggly,15.00,30.00
24,,Care Hand Wash 270ml,,,,,,Giggly,290.50,300.00
28,,Choco bites Rs 30,,,,,,Giggly,27.45,30.00
25,,Cotton Buds Jar,,,,,,Giggly,75.00,120.00
26,,Dabur Amla Hair Oil 100 Ml,,,,,,Giggly,269.99,300.00
23,,Loli Pop Rs 20,,,,,,Giggly,7.80,20.00
22,,Opus  Rs 10,,,,,,Giggly,8.34,10.00
30,,Star Candel,,,,,,Giggly,160.00,200.00
21,,SUPER Phenyl Tablet,,,,,,Giggly,80.00,100.00
31,,Tulsi  sweet supari,,,,,,Giggly,4.06,5.00
34,,Candi Biskit Rs 40,,,,,,Lu,36.20,40.00
35,,Gala Rs 30,,,,,,Lu,27.65,30.00
37,,Lu biskit Rs 15,,,,,,Lu,14.25,15.00
36,,Prince Rs30,,,,,,Lu,36.30,40.00
33,,Tuc Rs 40,,,,,,Lu,36.00,40.00
40,, Super Crips Chips 40,,,,,,Super Crisp,36.70,40.00
41,,Super Crips Chips rs 50,,,,,,Super Crisp,44.50,50.00
39,,Super Crisp  Chips 20,,,,,,Super Crisp,18.36,20.00
50,,All Rounder Brush,,,,,,Gorey,118.00,150.00
47,,Carpet Brush,,,,,,Gorey,130.00,170.00
71,,Classic Brush,,,,,,Gorey,22.00,30.00
46,,Expert Brush,,,,,,Gorey,105.00,120.00
72,,Ezigrip Brush rs 60,,,,,,Gorey,42.00,60.00
73,,Ezigrip Kombat Brush 90,,,,,,Gorey,82.00,100.00
59,,Gorey Nipple,,,,,,Gorey,38.00,50.00
43,,Gorey Royal,,,,,,Gorey,24.00,30.00
58,,Gorey Soother,,,,,,Gorey,50.00,60.00
42,,Hi kleen,,,,,,Gorey,46.00,60.00
44,,House gift small,,,,,,Gorey,85.00,120.00
45,,Morning Fresh,,,,,,Gorey,75.00,90.00
56,,Mumta Feeder  150ml,,,,,,Gorey,110.00,130.00
55,,Mumta Feedre 60 ML,,,,,,Gorey,60.00,75.00
51,,Select Brush,,,,,,Gorey,68.00,80.00
53,,Signal Max White,,,,,,Gorey,100.00,120.00
48,,Smokerz Brush,,,,,,Gorey,64.00,80.00
54,,Sumei Brush,,,,,,Gorey,58.00,70.00
49,,Twinkle Brush,,,,,,Gorey,25.00,30.00
69,,Armore Buush,,,,,,Doctor,64.17,80.00
65,,Cat basket,,,,,,Doctor,440.00,590.00
269,,Doctor Anti Lice 100 ml,,,,,,Doctor,130.00,160.00
270,,Doctor Anti Lice 50 ml,,,,,,Doctor,70.00,80.00
68,,Doctor Loong  140g,,,,,,Doctor,195.00,260.00
61,,Doctor Pest  70g,,,,,,Doctor,85.00,100.00
62,,Doctor Pest  70g Bp,,,,,,Doctor,100.00,120.00
63,,Doctor Pest 100g,,,,,,Doctor,165.00,200.00
64,,Doctor Pest 150g,,,,,,Doctor,148.00,170.00
60,,Doctor Pest 35g,,,,,,Doctor,56.00,65.00
70,,Guard Brush,,,,,,Doctor,38.00,50.00
67,,Nexera 140 g,,,,,,Doctor,160.00,220.00
66,,Nexera 70 g,,,,,,Doctor,92.00,110.00
76,,Me Boody Supery 250 ml,,,,,,Medicam,310.00,400.00
77,,Me Boody Supery Black,,,,,,Medicam,480.00,550.00
74,,Me Boody Suprey White,,,,,,Medicam,275.00,330.00
81,,medicam 140g,,,,,,Medicam,174.00,190.00
82,,Medicam 180g,,,,,,Medicam,190.00,200.00
83,,Medicam 180g Bp,,,,,,Medicam,218.00,240.00
78,,Medicam 35g,,,,,,Medicam,62.00,70.00
79,,Medicam 65 g,,,,,,Medicam,157.00,180.00
80,,Medicam 65 g Bp,,,,,,Medicam,119.00,130.00
75,,Touchme Boody Supery,,,,,,Medicam,290.00,350.00
105,,Anne Farench Hr Sachet,,,,,,Colgate,19.00,25.00
106,,Anne Farench Hr Tube,,,,,,Colgate,58.00,70.00
114,,Bonus Active 770 Gm,,,,,,Colgate,207.80,230.00
112,,Bonus Tristar 380 Gm,,,,,,Colgate,45.78,50.00
113,,Bonus Tristar 525Gm,,,,,,Colgate,88.50,99.00
92,,Brite Maximum Power 500Gm,,,,,,Colgate,269.30,290.00
115,,Colgate Herbal 150 Gm,,,,,,Colgate,195.84,230.00
101,,Colgate Herbal 75 Gm,,,,,,Colgate,119.58,140.00
102,,Colgate Misvak 100 Gm,,,,,,Colgate,109.00,125.00
86,,Colghate Herbal 100 Gm,,,,,,Colgate,143.25,170.00
116,,Crispy Fry,,,,,,Colgate,50.72,60.00
95,,Express Power 1. Kg,,,,,,Colgate,436.59,480.00
93,,Express Power 1.5 Kg,,,,,,Colgate,406.50,420.00
94,,Express Power 2. Kg,,,,,,Colgate,443.00,490.00
96,,Express Power 500 Gm,,,,,,Colgate,217.79,240.00
108,,Lemon Max Dishwash Bar 170 Gm,,,,,,Colgate,37.12,40.00
109,,Lemon Max Dishwash Bar 300 Gm,,,,,,Colgate,66.81,72.00
111,,Lemon Max Dishwash Bar 530 Gm,,,,,,Colgate,82.91,89.00
144,,Masako powder,,,,,,Colgate,12.00,15.00
98,,Max Dishwash Liquid 475 ml,,,,,,Colgate,231.20,260.00
99,,Max Dishwashing Paste 200Gm,,,,,,Colgate,111.00,120.00
100,,Max Dishwashing Paste 400 Gm,,,,,,Colgate,219.04,245.00
110,,Max long Bar 265 Gm,,,,,,Colgate,60.33,65.00
107,,Max Scrub,,,,,,Colgate,39.00,70.00
85,,Maxfresh 75Gm,,,,,,Colgate,115.08,135.00
84,,Maxfresh Red 125 Gm,,,,,,Colgate,210.60,240.00
91,,Nail Cutter  Rs 160,,,,,,Colgate,130.00,160.00
89,,Palmolive Shampoo 100 Ml,,,,,,Colgate,90.00,99.00
88,,Palmolive Shampoo 180 Ml,,,,,,Colgate,238.45,299.00
87,,Palmolive Shampoo 375 Ml,,,,,,Colgate,321.00,380.00
104,,Protex Soap  100 Gm,,,,,,Colgate,48.00,55.00
103,,Protex Soap  130 Gm,,,,,,Colgate,66.00,80.00
302,, Mango 1ltr Walls,,,,,,Walls,352.75,420.00
304,, Mango Half  ltr Walls,,,,,,Walls,226.75,270.00
323,, moo walls,,,,,,Walls,30.00,40.00
301,,Caramel Vanilla 1 ltr,,,,,,Walls,378.00,450.00
309,,Carmel crunch Choclat Tub Walls,,,,,,Walls,688.00,800.00
318,,Choc Bar Stick Walls,,,,,,Walls,42.00,50.00
311,,Cornetto Carmel  Disc,,,,,,Walls,107.92,130.00
310,,Cornetto Double Choclate Wallls,,,,,,Walls,99.59,120.00
312,,Cornetto Swirl Hico,,,,,,Walls,126.00,150.00
317,,Donut Stick,,,,,,Walls,77.41,90.00
307,,Double Chocolate  tub,,,,,,Walls,601.00,699.00
313,,Feast   Choc,,,,,,Walls,83.17,100.00
308,,King K & Pista  Tub,,,,,,Walls,564.00,650.00
305,,King k 0.5 ltr,,,,,,Walls,135.00,160.00
303,,King Kulfa 1 lrt bar  walls,,,,,,Walls,378.00,450.00
321,,Magnum  Almond,,,,,,Walls,232.45,280.00
314,,Magnum Classic,,,,,,Walls,215.00,260.00
319,,Mango cup Walss,,,,,,Walls,67.30,80.00
306,,Mango vanilla tub,,,,,,Walls,387.00,450.00
97,,Max Dishwash Liquid 275 ml,,,,,,Walls,142.10,160.00
322,,Paddel Pop m . Tango stick,,,,,,Walls,9.00,10.00
320,,Paddle Pop Cup,,,,,,Walls,34.40,40.00
316,,Paddle Pop Jet Sport Stick,,,,,,Walls,25.19,30.00
300,,Walls  Pista Or Cokkies 1 Ltr,,,,,,Walls,378.00,450.00
128,,National Balack  Pepper 50 Gm,,,,,,National,135.00,150.00
127,,National Chat masala 100 Gm,,,,,,National,96.80,110.00
126,,National Chat masala 50 Gm,,,,,,National,51.20,60.00
137,,National Chilli  Sauec 300 Ml,,,,,,National,169.20,190.00
123,,National Chilli Powder 100 Gm,,,,,,National,102.00,115.00
124,,National Chilli Powder 200 Gm,,,,,,National,200.00,215.00
141,,National Classic Mayo 500 Gm,,,,,,National,300.00,350.00
121,,National Coriander Powder 100 Gm,,,,,,National,144.16,160.00
130,,National Custard Powder 120 Gm,,,,,,National,65.00,80.00
131,,National Custard Powder 300 Gm,,,,,,National,105.00,120.00
122,,National Garan Masala 50 Gm,,,,,,National,132.83,150.00
132,,National Jam 200 Gm,,,,,,National,149.00,220.00
133,,National Jam 440 Gm,,,,,,National,279.20,320.00
120,,National Kasuri Methi,,,,,,National,53.34,60.00
129,,National Kheer Mix 155 Gm,,,,,,National,105.00,120.00
125,,National Salan Masala 86 Gm,,,,,,National,46.00,52.00
143,,National Salt 800 Gm,,,,,,National,49.23,60.00
136,,National Soya Sauce 300 Ml,,,,,,National,169.20,190.00
140,,National Tomoto Ketchup 1000 Gm,,,,,,National,350.00,400.00
139,,National Tomoto Ketchup 500 Gm,,,,,,National,195.83,240.00
142,,National Vermicelli 140 Gm,,,,,,National,62.50,80.00
134,,National Vinegar 300 Ml,,,,,,National,105.00,130.00
135,,National Vinegar 800 Ml,,,,,,National,204.20,230.00
119,,Notional Mix Pickle 1000 Gm,,,,,,National,530.00,590.00
118,,Notional Mix Pickle 500,,,,,,National,270.00,330.00
145,,Olivia  Hair  Colour,,,,,,olivia color,215.00,280.00
146,,Olivia Telcum Powder,,,,,,olivia color,74.00,80.00
147,,SEnsodyne 30 Gm,,,,,,Sensodyne,85.00,90.00
154,,SEnsodyne Deep Clean 50 Gm,,,,,,Sensodyne,137.00,145.00
151,,SEnsodyne Fluoride 70 Gm,,,,,,Sensodyne,183.00,195.00
153,,SEnsodyne Multi Care 70 Gm,,,,,,Sensodyne,216.66,240.00
149,,SEnsodyne Original  50 Gm,,,,,,Sensodyne,160.00,180.00
150,,SEnsodyne Parodontax50 Gm,,,,,,Sensodyne,122.00,129.00
155,,SEnsodyne Parodpntax Herbal 50 Gm,,,,,,Sensodyne,121.00,129.00
148,,SEnsodyne Rapid  30 Gm,,,,,,Sensodyne,92.00,99.00
152,,SEnsodyne Rapid 70 Gm,,,,,,Sensodyne,250.00,275.00
89741,,Choco pie straberry Rs 40/-,,,,,,Shield Feder,35.00,40.00
163,,Shield  Feader 125 Ml,,,,,,Shield Feder,110.00,125.00
164,,Shield  Feader 250 Ml,,,,,,Shield Feder,117.00,140.00
162,,Shield  Feader 60 Ml,,,,,,Shield Feder,82.00,100.00
159,,J / B Lotion  200 Ml,,,,,,Jansan & Jansan,450.00,470.00
156,,Johnson Baby Oil 100 Ml,,,,,,Jansan & Jansan,250.00,295.00
158,,Johnson Baby Shampo 200 Ml,,,,,,Jansan & Jansan,260.00,300.00
160,,Johnson Baby Soap  100 Gm,,,,,,Jansan & Jansan,175.00,200.00
161,,Johnsons Baby Powder 100 Gm,,,,,,Jansan & Jansan,170.00,200.00
157,,Johnsons Baby Shampo 100 Ml,,,,,,Jansan & Jansan,260.00,320.00
171,,Chaunsa guva Apple Peach Ltr,,,,,,Tahir & Brothers,306.83,340.00
172,,Nestle EveryDay 350 Gm,,,,,,Tahir & Brothers,662.00,730.00
167,,Nestle Milk Pak 250 Ml,,,,,,Tahir & Brothers,66.10,80.00
170,,Nestle Red Anaar  1 Leter,,,,,,Tahir & Brothers,406.00,450.00
168,,Nestle Red Grapes,,,,,,Tahir & Brothers,64.34,70.00
169,,Nestle Red Grapes +Pineapple 1 Leter,,,,,,Tahir & Brothers,361.00,450.00
166,,Tang pouch  Rs.250,,,,,,Tahir & Brothers,232.00,250.00
165,,Tang pouch  Rs.80,,,,,,Tahir & Brothers,74.60,80.00
277,,Lipton  Yellow Label 190 g,,,,,,Uni Liver,455.34,500.00
284,,Lipton Tea jar 475 g,,,,,,Uni Liver,"1,408.83","1,500.00"
278,,Lipton Yellow Label 950 g,,,,,,Uni Liver,"2,056.00","2,199.00"
279,,Lipton Yelow Label 95 g,,,,,,Uni Liver,246.10,250.00
263,,Lux  Soap 135 g,,,,,,Uni Liver,116.20,130.00
173,,Sun Light 430 Gm 99,,,,,,Uni Liver,93.50,99.00
276,,Supreme Tea 15g,,,,,,Uni Liver,18.50,20.00
283,,Supreme Tea 900 g,,,,,,Uni Liver,"1,410.83","1,550.00"
275,,Supreme Tea jar,,,,,,Uni Liver,"1,050.00","1,100.00"
174,,Surf Excel 1 Kg,,,,,,Uni Liver,557.75,599.00
175,,Surf Excel 2 Kg,,,,,,Uni Liver,"1,084.00","1,145.00"
176,,Samsol Colour Rs.100,,,,,,SamSool,102.31,150.00
177,,Samsol Colour Rs.260,,,,,,SamSool,191.66,260.00
178,,Samsol Shampoo Rs.110,,,,,,SamSool,95.00,110.00
179,,Samsol Shampoo Rs.160,,,,,,SamSool,138.00,160.00
89726,, 8 pool Candy Toys,,,,,,Tariq Super Stot,38.00,50.00
89756,, Bakeri Nankhatai RS 20,,,,,,Tariq Super Stot,18.00,20.00
184,, Hashmi Surma & Surmi,,,,,,Tariq Super Stot,85.00,100.00
1454,, Hico Chocolate Chip cornetto,,,,,,Tariq Super Stot,105.00,125.00
1033,, Knorr Ketchup 800 g,,,,,,Tariq Super Stot,326.00,400.00
1489,, Nestle Nido 400g,,,,,,Tariq Super Stot,463.00,540.00
1721,, Shakkar 500 G,,,,,,Tariq Super Stot,77.50,90.00
1916,, Supreme Dane Dar 170 G,,,,,,Tariq Super Stot,350.00,375.00
2089,, SureeTooth Brush,,,,,,Tariq Super Stot,75.00,120.00
987,, Vim powder 800 G,,,,,,Tariq Super Stot,139.79,150.00
1248,, Work Paper,,,,,,Tariq Super Stot,3.00,5.00
1207,,7O Clock Blade,,,,,,Tariq Super Stot,49.65,80.00
1253,,7up 1 Ltr,,,,,,Tariq Super Stot,101.11,140.00
1402,,7up 345 Ml,,,,,,Tariq Super Stot,53.80,70.00
1004,,7up Free tin Pack,,,,,,Tariq Super Stot,64.30,90.00
1118,,A 4 Paper,,,,,,Tariq Super Stot,1.50,3.00
1149,,A Star Piano Pen,,,,,,Tariq Super Stot,33.00,50.00
874,,AAloo Bukhra 250 g,,,,,,Tariq Super Stot,207.50,250.00
1563,,ABC set,,,,,,Tariq Super Stot,150.00,200.00
1871,,Adam Burger Light chese,,,,,,Tariq Super Stot,554.00,630.00
1547,,Adam Sandwich Chese,,,,,,Tariq Super Stot,517.00,570.00
1609,,Adams Butter 100 g,,,,,,Tariq Super Stot,230.00,270.00
1610,,Adams Butter 200 g,,,,,,Tariq Super Stot,416.00,450.00
1608,,Adams Butter 50 g,,,,,,Tariq Super Stot,113.00,130.00
1602,,Adams cheddar cheese,,,,,,Tariq Super Stot,514.00,570.00
1606,,Adams Desi Ghee  1 Kg,,,,,,Tariq Super Stot,"1,512.00","1,630.00"
1607,,Adams Desi Ghee 500 g,,,,,,Tariq Super Stot,763.00,830.00
1603,,Adams Mozzarella cheese,,,,,,Tariq Super Stot,551.00,600.00
1605,,Adams Pizza cheese,,,,,,Tariq Super Stot,572.00,630.00
1604,,Adams Singles cheddar slices,,,,,,Tariq Super Stot,505.00,570.00
1611,,Adams Yoghurt 200 g,,,,,,Tariq Super Stot,69.00,90.00
1612,,Adams yoghurt 400 g,,,,,,Tariq Super Stot,127.16,150.00
1615,,Adams Yoghurt 500 G,,,,,,Tariq Super Stot,91.33,120.00
1613,,Adams zeera Raita 200 g,,,,,,Tariq Super Stot,87.00,110.00
1020,,Adore Dark Brown 43,,,,,,Tariq Super Stot,125.00,160.00
1627,,Ajwain 100 G,,,,,,Tariq Super Stot,30.00,50.00
2261,,Akhroat 100 gm,,,,,,Tariq Super Stot,185.00,220.00
1968,,Akhroat 200 G,,,,,,Tariq Super Stot,370.00,450.00
2234,,Akhroat Sabit 250gm,,,,,,Tariq Super Stot,187.50,220.00
1464,,Almond Crunch tub,,,,,,Tariq Super Stot,288.00,335.00
1776,,Almond Oil 60 ml,,,,,,Tariq Super Stot,332.00,415.00
1058,,Always Excel Double Pack,,,,,,Tariq Super Stot,624.30,730.00
903,,Always Extra Long,,,,,,Tariq Super Stot,336.67,390.00
904,,Always Long,,,,,,Tariq Super Stot,270.33,370.00
1057,,Always Pink Long,,,,,,Tariq Super Stot,176.34,220.00
89643,,Always Ultra double Pack,,,,,,Tariq Super Stot,318.00,470.00
995,,Always ultra Extra long,,,,,,Tariq Super Stot,336.70,390.00
906,,Always Ultra Long,,,,,,Tariq Super Stot,317.13,370.00
1855,,Anar Candel Small,,,,,,Tariq Super Stot,40.00,60.00
840,,Anar Dana 100 G,,,,,,Tariq Super Stot,45.00,60.00
1235,,Angel Pen,,,,,,Tariq Super Stot,71.00,90.00
953,,Animal Set,,,,,,Tariq Super Stot,100.00,130.00
2250,,Anmool Rewri 250gm,,,,,,Tariq Super Stot,80.00,100.00
1264,,Antilice Comb,,,,,,Tariq Super Stot,15.00,30.00
1211,,Apple Nectar 250 Ml,,,,,,Tariq Super Stot,64.00,70.00
1874,,Apple Vinega Bolan 800 Ml,,,,,,Tariq Super Stot,210.00,250.00
1583,,Archi Cream,,,,,,Tariq Super Stot,125.00,150.00
181,,Areena F/w Mix,,,,,,Tariq Super Stot,160.00,250.00
1286,,Areena Gold B B Careem,,,,,,Tariq Super Stot,170.00,250.00
180,,Areena Gold Creeam,,,,,,Tariq Super Stot,170.00,240.00
182,,Areena Gold Soap,,,,,,Tariq Super Stot,55.00,70.00
236,,Arena Gold Facial &3in 1,,,,,,Tariq Super Stot,22.00,30.00
1288,,Arena Gold Neem Soap,,,,,,Tariq Super Stot,100.00,155.00
1992,,Arena Gold Sun Block,,,,,,Tariq Super Stot,210.00,320.00
1384,,Ariel Surf 2 Kg,,,,,,Tariq Super Stot,"1,162.10","1,250.00"
908,,Army Pen,,,,,,Tariq Super Stot,76.00,90.00
985,,Arq Shirin,,,,,,Tariq Super Stot,80.00,90.00
1475,,Arqe Gulab 120 Ml,,,,,,Tariq Super Stot,55.00,75.00
1382,,Arqe Gulab 60 Ml,,,,,,Tariq Super Stot,31.66,45.00
2059,,Arqe Gulab Drop,,,,,,Tariq Super Stot,25.00,40.00
2299,,Arqe Gulab Khalis 1 Ltr,,,,,,Tariq Super Stot,120.00,150.00
1383,,Arqe Gulab Spray 120 Ml,,,,,,Tariq Super Stot,95.00,120.00
2266,,B&H,,,,,,Tariq Super Stot,250.00,500.00
1267,,Badam 125 g,,,,,,Tariq Super Stot,222.00,270.00
1266,,Badam 250 g,,,,,,Tariq Super Stot,450.00,520.00
914,,Bahadur Pen,,,,,,Tariq Super Stot,90.00,100.00
2115,,Bahloo Gift,,,,,,Tariq Super Stot,180.00,250.00
839,,Baisin 1/2 kg,,,,,,Tariq Super Stot,112.50,140.00
1181,,Bajra 1 Kg,,,,,,Tariq Super Stot,92.00,110.00
1182,,Bajra 500 G,,,,,,Tariq Super Stot,33.00,45.00
1298,,Bake Time Cake Rs.30,,,,,,Tariq Super Stot,26.10,30.00
1877,,Bake time Hilal Rs 25,,,,,,Tariq Super Stot,22.50,25.00
2167,,Bakeri Bistiks Rs 30,,,,,,Tariq Super Stot,27.09,30.00
1396,,Bakeri Classic 10,,,,,,Tariq Super Stot,9.20,10.00
1390,,Bakeri Coconut Rs 40,,,,,,Tariq Super Stot,36.00,40.00
1391,,Bakery Nankhatai 40,,,,,,Tariq Super Stot,35.50,40.00
1650,,Baking Powder 100 G,,,,,,Tariq Super Stot,142.50,160.00
1651,,Baking Powder 50 G Food Net,,,,,,Tariq Super Stot,75.00,90.00
2134,,Baking Powder Delish 50 g,,,,,,Tariq Super Stot,40.00,60.00
2135,,Baking soda 100 G,,,,,,Tariq Super Stot,40.00,60.00
1184,,Ball Pen,,,,,,Tariq Super Stot,7.00,10.00
1774,,Ballay Ballay Nimko RS 10,,,,,,Tariq Super Stot,8.33,10.00
1905,,Ballay Ballay Peanut RS 20,,,,,,Tariq Super Stot,18.00,20.00
1715,,Ballay bally Nimko Rs 5,,,,,,Tariq Super Stot,3.95,5.00
1115,,balon Packet,,,,,,Tariq Super Stot,350.00,410.00
1110,,Balon single Pcs,,,,,,Tariq Super Stot,2.40,5.00
2141,,baloon pumb,,,,,,Tariq Super Stot,125.00,150.00
2151,,Baqar Khani Dawn,,,,,,Tariq Super Stot,22.33,30.00
89712,,Barley Porrdige Food net 100 G,,,,,,Tariq Super Stot,90.00,120.00
1436,,Barley Porridge 250 G,,,,,,Tariq Super Stot,240.00,250.00
1973,,Barlry Porridge Fauji 1 kg,,,,,,Tariq Super Stot,595.74,650.00
1844,,Basil seed,,,,,,Tariq Super Stot,83.33,100.00
2116,,Baskit Bear,,,,,,Tariq Super Stot,140.00,220.00
1555,,Batery 9 Volt power Plus,,,,,,Tariq Super Stot,90.00,120.00
1726,,Bazoori Syrup 800 ml,,,,,,Tariq Super Stot,250.00,280.00
1886,,Best wishes Gift Box,,,,,,Tariq Super Stot,540.00,590.00
1507,,Bigg Aplle 500 Ml,,,,,,Tariq Super Stot,54.16,70.00
1273,,Bigg Apple 1.5 Ltr,,,,,,Tariq Super Stot,90.00,130.00
1743,,Bigg Lychee 300 Ml,,,,,,Tariq Super Stot,35.00,50.00
1261,,Bio Amla Shampoo 280 Ml,,,,,,Tariq Super Stot,120.00,200.00
1581,,Birthday Anar Candle Rs 70,,,,,,Tariq Super Stot,50.00,70.00
2312,,Birthday Candle Flower,,,,,,Tariq Super Stot,120.00,150.00
2310,,Birthday Cap,,,,,,Tariq Super Stot,71.66,90.00
2311,,Birthday Cap Large,,,,,,Tariq Super Stot,74.16,100.00
2259,,Birthday mug,,,,,,Tariq Super Stot,212.00,270.00
2032,,Bisca canyland rs 20,,,,,,Tariq Super Stot,17.50,20.00
1388,,Bistiks Biskit MilcoLu  Rs 15/-,,,,,,Tariq Super Stot,13.36,15.00
1394,,Bistiks Rs 20,,,,,,Tariq Super Stot,17.50,20.00
869,,Black Chana 500 g,,,,,,Tariq Super Stot,110.00,130.00
2145,,Black coffi Nescafe,,,,,,Tariq Super Stot,490.00,590.00
1481,,Black mask Tube mark 30,,,,,,Tariq Super Stot,170.00,230.00
1567,,Black Olives plain 200 G,,,,,,Tariq Super Stot,461.00,550.00
1823,,Black Pepper 25 G National,,,,,,Tariq Super Stot,71.20,80.00
89717,,Black Pepper Food net,,,,,,Tariq Super Stot,150.00,180.00
1066,,Black Rose Colour 45,,,,,,Tariq Super Stot,105.00,140.00
1701,,Black Salt 200 G,,,,,,Tariq Super Stot,12.00,20.00
2159,,BLAZIN NOODLE,,,,,,Tariq Super Stot,179.22,190.00
57,,blessing Gift,,,,,,Tariq Super Stot,360.00,430.00
1669,,Blesso Rose Water 120 Ml,,,,,,Tariq Super Stot,85.00,110.00
1668,,Blesso Rose Water 50 Ml,,,,,,Tariq Super Stot,35.00,50.00
1775,,Blue For Men Body Spray Rasasi,,,,,,Tariq Super Stot,610.00,680.00
2070,,Blue Water 19 Ltr,,,,,,Tariq Super Stot,155.00,200.00
2254,,Blue Water Empty  19 Ltr,,,,,,Tariq Super Stot,"1,000.00","1,550.00"
193,,Boericks air Freshener,,,,,,Tariq Super Stot,175.00,220.00
1497,,Bombay Biryani 140 g,,,,,,Tariq Super Stot,171.17,190.00
1271,,Bona papa 4 Large,,,,,,Tariq Super Stot,"1,180.00","1,290.00"
1272,,Bona papa 5,,,,,,Tariq Super Stot,"1,210.00","1,290.00"
89687,,Bona Papa Large 72 Pcs,,,,,,Tariq Super Stot,"2,380.00","2,530.00"
1508,,Bonapap Baby Wipes,,,,,,Tariq Super Stot,190.00,230.00
886,,Bondian 500 G,,,,,,Tariq Super Stot,130.00,150.00
1863,,Boneless Menu 500 G,,,,,,Tariq Super Stot,573.66,630.00
1745,,Bonus Tristar 1 Kg,,,,,,Tariq Super Stot,201.55,230.00
1770,,Bonus Tristar 1 Kg,,,,,,Tariq Super Stot,125.00,140.00
1621,,Boom Boom Stick  Rs 20,,,,,,Tariq Super Stot,16.67,20.00
1506,,Booster 250 Ml,,,,,,Tariq Super Stot,58.34,70.00
1005,,Boster 300 Ml,,,,,,Tariq Super Stot,42.50,50.00
1269,,Bottle Brush,,,,,,Tariq Super Stot,150.00,170.00
1467,,Bran Rus Dawn,,,,,,Tariq Super Stot,99.00,120.00
89734,,Bravo Rs 40,,,,,,Tariq Super Stot,36.00,40.00
1693,,BreeO Surf 800 G,,,,,,Tariq Super Stot,220.00,250.00
1578,,Brick Pencil Rs 80,,,,,,Tariq Super Stot,67.00,80.00
1540,,Brite Maximum Powder 1 Kg,,,,,,Tariq Super Stot,520.50,580.00
2037,,Bubble Name Candyland Rs 5,,,,,,Tariq Super Stot,4.50,5.00
2035,,Bubble Pop Canyland rs 5,,,,,,Tariq Super Stot,4.30,5.00
1978,,Bubbly Chocolate Rs 100,,,,,,Tariq Super Stot,92.98,100.00
